candidate_id,themes,discovery_queries,best_rank,title,authors,published_date,year,venue,volume,issue,pages_or_article,doi,crossref_type,publisher,crossref_url,publisher_url,discovery_source,metadata_status
RAW233,T3,Hamiltonian graph neural network dynamics,8,Equivariant Hamiltonian Graph Neural Networks for Generalizing Dynamics of Magnetic Pendulum System,Zitong Zhang; Hao Sun,2026-05-03,2026,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,5171-5175,10.1109/icassp55912.2026.11464786,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/icassp55912.2026.11464786,https://doi.org/10.1109/icassp55912.2026.11464786,Crossref REST,RAW_CANDIDATE
RAW234,T5,piecewise differentiable simulation topology events,8,Geometry and Topology of Differentiable Manifolds,Carlos Florentino,2024-01-01,2024,,,,,10.56526/2024.0014,book,Faculdade de Ciências da Universidade de Lisboa,https://api.crossref.org/works/10.56526/2024.0014,https://doi.org/10.56526/2024.0014,Crossref REST,RAW_CANDIDATE
RAW235,T6,code verification ML augmented solver,8,"Implementation of the steady state Simplified P3 (SP3) transport solver in the finite element neutronic code FENNECS, Part 2: Verification",Silvia lo Muzio; Armin Seubert,2024-06-01,2024,Annals of Nuclear Energy,200,,110304,10.1016/j.anucene.2023.110304,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.anucene.2023.110304,https://doi.org/10.1016/j.anucene.2023.110304,Crossref REST,RAW_CANDIDATE
RAW236,T2,learned particle simulator graph network,8,Inverse analysis of granular flows using differentiable graph neural network simulator,Yongjin Choi; Krishna Kumar,2024-07-01,2024,Computers and Geotechnics,171,,106374,10.1016/j.compgeo.2024.106374,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.compgeo.2024.106374,https://doi.org/10.1016/j.compgeo.2024.106374,Crossref REST,RAW_CANDIDATE
RAW237,T4,solver in the loop differentiable physics,8,"JANC: A cost-effective, differentiable compressible reacting flow solver featured with JAX-based adaptive mesh refinement",Haocheng Wen; Faxuan Luo; Sheng Xu; Bing Wang,2026-02-01,2026,Computer Physics Communications,319,,109915,10.1016/j.cpc.2025.109915,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2025.109915,https://doi.org/10.1016/j.cpc.2025.109915,Crossref REST,RAW_CANDIDATE
RAW238,T6,manufactured solutions learned PDE solver,8,Leveraging PDE solver for predicting transient space-use dynamics in ecological and epidemiological systems,Yun Tao,2022-10-27,2022,,,,,10.1101/2022.10.26.513924,posted-content,openRxiv,https://api.crossref.org/works/10.1101/2022.10.26.513924,https://doi.org/10.1101/2022.10.26.513924,Crossref REST,RAW_CANDIDATE
RAW239,T6,verification validation trustworthy scientific machine learning,8,Limiting Machine Learning Overfitting Uncertainties Through Persistent Homology,Kyle Haas,2020-05-20,2020,ASME 2020 Verification and Validation Symposium,,,V001T08A001,10.1115/vvs2020-8833,proceedings-article,American Society of Mechanical Engineers,https://api.crossref.org/works/10.1115/vvs2020-8833,https://doi.org/10.1115/vvs2020-8833,Crossref REST,RAW_CANDIDATE
RAW240,T7,weakly compressible SPH Taylor Green verification,8,Magnetized decaying turbulence in the weakly compressible Taylor-Green vortex,Forrest W. Glines; Philipp Grete; Brian W. O'Shea,2021-04-13,2021,Physical Review E,103,4,043203,10.1103/physreve.103.043203,journal-article,American Physical Society (APS),https://api.crossref.org/works/10.1103/physreve.103.043203,https://doi.org/10.1103/physreve.103.043203,Crossref REST,RAW_CANDIDATE
RAW241,T7,SPH verification manufactured solutions,8,Manufactured Solutions for Verification of a Coupled Flow and Material Response Code,Jonathan Wiebenga; Iain D. Boyd,2013-06-24,2013,44th AIAA Thermophysics Conference,,,,10.2514/6.2013-2646,proceedings-article,American Institute of Aeronautics and Astronautics,https://api.crossref.org/works/10.2514/6.2013-2646,https://doi.org/10.2514/6.2013-2646,Crossref REST,RAW_CANDIDATE
RAW242,T2,Lagrangian fluid simulation graph neural network,8,Multi-scale graph neural network for physics-informed fluid simulation,Lan Wei; Nikolaos M. Freris,2025-01-01,2025,The Visual Computer,41,2,1171-1181,10.1007/s00371-024-03402-6,journal-article,Springer Science and Business Media LLC,https://api.crossref.org/works/10.1007/s00371-024-03402-6,https://doi.org/10.1007/s00371-024-03402-6,Crossref REST,RAW_CANDIDATE
RAW243,T5,differentiable neighbor search particles,8,Nearest Neighbor Search,,2017-01-01,2017,Encyclopedia of GIS,,,1441-1441,10.1007/978-3-319-17885-1_100844,book-chapter,Springer International Publishing,https://api.crossref.org/works/10.1007/978-3-319-17885-1_100844,https://doi.org/10.1007/978-3-319-17885-1_100844,Crossref REST,RAW_CANDIDATE
RAW244,T2,particle based neural operator fluid dynamics,8,Neural Operator-Based Prediction of Temperature Dynamics in Lithium Iron Phosphate Batteries for Electric Vehicles,Abhishek Baer,2025-10-06,2025,,,,,10.20944/preprints202510.0462.v1,posted-content,MDPI AG,https://api.crossref.org/works/10.20944/preprints202510.0462.v1,https://doi.org/10.20944/preprints202510.0462.v1,Crossref REST,RAW_CANDIDATE
RAW245,T6,credibility assessment scientific machine learning,8,Non-Newsworthy Message Removal for Efficient Credibility Assessment,Chaluemwut Noyunsan; Tatpong Katanyukul; Kanda Runapongsa Saikaew,2017-12-01,2017,International Journal of Machine Learning and Computing,7,6,203-207,10.18178/ijmlc.2017.7.6.647,journal-article,EJournal Publishing,https://api.crossref.org/works/10.18178/ijmlc.2017.7.6.647,https://doi.org/10.18178/ijmlc.2017.7.6.647,Crossref REST,RAW_CANDIDATE
RAW246,T7,SPH numerical validation reference hierarchy,8,Numerical studies to propose a ghost particle removed SPH (GR-SPH) method,A. Eslamian; M. Khayat,2017-02-01,2017,Applied Mathematical Modelling,42,,71-99,10.1016/j.apm.2016.09.026,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.apm.2016.09.026,https://doi.org/10.1016/j.apm.2016.09.026,Crossref REST,RAW_CANDIDATE
RAW247,T2,long horizon particle rollout simulator,8,"Prosperity Development as a Governance Paradigm: Aligning Capability, Stewardship, and Long-Horizon Outcomes (A Governance Paradigm for Long-Horizon Prosperity)",Fife Banks,2026-01-01,2026,,,,,10.2139/ssrn.6342701,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.6342701,https://doi.org/10.2139/ssrn.6342701,Crossref REST,RAW_CANDIDATE
RAW248,T4,differentiable CFD automatic differentiation verification,8,Raw Differentiable Architecture Search for Speech Deepfake and Spoofing Detection,Wanying Ge; Jose Patino; Massimiliano Todisco; Nicholas Evans,2021-09-16,2021,2021 Edition of the Automatic Speaker Verification and Spoofing Countermeasures Challenge,,,22-28,10.21437/asvspoof.2021-4,proceedings-article,ISCA,https://api.crossref.org/works/10.21437/asvspoof.2021-4,https://doi.org/10.21437/asvspoof.2021-4,Crossref REST,RAW_CANDIDATE
RAW249,T3,equivariant graph neural network particle dynamics,8,"Review for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",,2024-02-01,2024,,,,,10.1039/d3dd00233k/v2/review3,peer-review,Royal Society of Chemistry (RSC),https://api.crossref.org/works/10.1039/d3dd00233k/v2/review3,https://doi.org/10.1039/d3dd00233k/v2/review3,Crossref REST,RAW_CANDIDATE
RAW250,T1,graph neural network SPH fluid,8,"Review for ""Preserving node similarity adversarial learning graph representation with graph neural network""",,2023-11-26,2023,,,,,10.1002/eng2.12854/v2/review1,peer-review,Wiley,https://api.crossref.org/works/10.1002/eng2.12854/v2/review1,https://doi.org/10.1002/eng2.12854/v2/review1,Crossref REST,RAW_CANDIDATE
RAW251,T4,adjoint tangent linear gradient verification,8,ROMS/TOMS Tangent Linear and Adjoint Models: Testing and Applications,Arthur J. Miller; Bruce D. Cornuelle,2002-08-30,2002,,,,,10.21236/ada626933,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada626933,https://doi.org/10.21236/ada626933,Crossref REST,RAW_CANDIDATE
RAW252,T1;T7,smoothed particle hydrodynamics neural correction || differentiable smoothed particle hydrodynamics || data driven smoothed particle hydrodynamics || smoothed particle hydrodynamics convergence consistency || grand challenges smoothed particle hydrodynamics schemes,8,Smoothed Particle Hydrodynamics - A Meshfree Particle Method,G. R. Liu; M. B. Liu,2003-01-01,2003,,,,,10.1142/9789812564405,monograph,World Scientific Publishing Co. Pte. Ltd.,https://api.crossref.org/works/10.1142/9789812564405,https://doi.org/10.1142/9789812564405,Crossref REST,RAW_CANDIDATE
RAW253,T5,dynamic graph differentiation topology,8,VDB,Ken Museth,2013-06-01,2013,ACM Transactions on Graphics,32,3,1-22,10.1145/2487228.2487235,journal-article,Association for Computing Machinery (ACM),https://api.crossref.org/works/10.1145/2487228.2487235,https://doi.org/10.1145/2487228.2487235,Crossref REST,RAW_CANDIDATE
RAW254,T4,differentiable physics solver gradient verification finite difference,9,A three-dimensional multi-phase-field vesicles model and its practical finite difference solver,Yutong Wu; Zecheng Qiu; Junxiang Yang,2026-04-01,2026,Computer Physics Communications,321,,110053,10.1016/j.cpc.2026.110053,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2026.110053,https://doi.org/10.1016/j.cpc.2026.110053,Crossref REST,RAW_CANDIDATE
RAW255,T6,manufactured solutions learned PDE solver,9,"Accommodating clinical trials and other externally manufactured cellular therapy products: challenges, lessons learned and creative solutions",Matthew R. Jackson,2022-01-01,2022,Cytotherapy,24,1,37-44,10.1016/j.jcyt.2021.04.005,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.jcyt.2021.04.005,https://doi.org/10.1016/j.jcyt.2021.04.005,Crossref REST,RAW_CANDIDATE
RAW256,T2,long horizon particle rollout simulator,9,Analystss Long-Horizon Earnings Forecast Properties and Long-Horizon Macroeconomic Forecast Optimism,Mikhail Pevzner; Suresh Radhakrishnan; Chandra Seethamraju,2016-01-01,2016,SSRN Electronic Journal,,,,10.2139/ssrn.2744069,journal-article,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.2744069,https://doi.org/10.2139/ssrn.2744069,Crossref REST,RAW_CANDIDATE
RAW257,T1;T7,smoothed particle hydrodynamics neural correction || differentiable smoothed particle hydrodynamics || data driven smoothed particle hydrodynamics || smoothed particle hydrodynamics convergence consistency || grand challenges smoothed particle hydrodynamics schemes,9,BACK MATTER,,2003-10-01,2003,Smoothed Particle Hydrodynamics,,,423-449,10.1142/9789812564405_bmatter,other,WORLD SCIENTIFIC,https://api.crossref.org/works/10.1142/9789812564405_bmatter,https://doi.org/10.1142/9789812564405_bmatter,Crossref REST,RAW_CANDIDATE
RAW258,T6,reporting standards machine learning based science,9,CBFDR- Context-Based Fake News Detection and Reporting using Blockchain and Machine Learning,Himani Mishra; Amita Jain; Ankur Tayal,2022-06-02,2022,,,,,10.21203/rs.3.rs-1696196/v1,posted-content,Research Square Platform LLC,https://api.crossref.org/works/10.21203/rs.3.rs-1696196/v1,https://doi.org/10.21203/rs.3.rs-1696196/v1,Crossref REST,RAW_CANDIDATE
RAW259,T3,momentum conserving neural network particle dynamics,9,Comparing Momentum-Conserving and Energy-Conserving Electrostatic Particle-In-Cell Schemes in VSim,D. Main; L. C. Adams; J. R. Cary; T. G. Jenkins; G. R. Werner,2023-05-21,2023,2023 IEEE International Conference on Plasma Science (ICOPS),,,1-1,10.1109/icops45740.2023.10481505,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/icops45740.2023.10481505,https://doi.org/10.1109/icops45740.2023.10481505,Crossref REST,RAW_CANDIDATE
RAW260,T7,weakly compressible SPH Taylor Green verification,9,Comparison of incompressible and weakly-compressible SPH models for free-surface water flows,JASON P. HUGHES,2009-01-01,2009,Journal of Hydraulic Research,48,extra,000,10.3826/jhr.2010.0009,journal-article,Informa UK Limited,https://api.crossref.org/works/10.3826/jhr.2010.0009,https://doi.org/10.3826/jhr.2010.0009,Crossref REST,RAW_CANDIDATE
RAW261,T3,pairwise conservative force learning,9,Conclusion: FREEDOM AND FORCE,,2015-12-31,2015,Conservative Internationalism,,,201-246,10.1515/9781400873722-011,book-chapter,Princeton University Press,https://api.crossref.org/works/10.1515/9781400873722-011,https://doi.org/10.1515/9781400873722-011,Crossref REST,RAW_CANDIDATE
RAW262,T1,graph neural network SPH fluid,9,Convolutional Neural Network Outperforms Graph Neural Network on the Spatially Variant Graph Data,Anna Boronina; Vladimir Maksimenko; Alexander E. Hramov,2023-05-30,2023,Mathematics,11,11,2515,10.3390/math11112515,journal-article,MDPI AG,https://api.crossref.org/works/10.3390/math11112515,https://doi.org/10.3390/math11112515,Crossref REST,RAW_CANDIDATE
RAW263,T5,piecewise differentiable simulation topology events,9,Differentiable invariants,John N. Mather,1977-01-01,1977,Topology,16,2,145-155,10.1016/0040-9383(77)90012-x,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/0040-9383%2877%2990012-x,https://doi.org/10.1016/0040-9383(77)90012-x,Crossref REST,RAW_CANDIDATE
RAW264,T6,verification validation trustworthy scientific machine learning,9,Explainable Global Fairness Verification of Tree-Based Classifiers,Stefano Calzavara; Lorenzo Cazzaro; Claudio Lucchese; Federico Marcuzzi,2023-02-01,2023,2023 IEEE Conference on Secure and Trustworthy Machine Learning (SaTML),,,1-17,10.1109/satml54575.2023.00011,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/satml54575.2023.00011,https://doi.org/10.1109/satml54575.2023.00011,Crossref REST,RAW_CANDIDATE
RAW265,T2,learned particle simulator graph network,9,Extending Graph Network Simulators for Particle-Based Simulations of Transient Flow Problems,Dody Dharma; Peter Jimack; He Wang,2026-01-01,2026,,,,,10.2139/ssrn.6227649,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.6227649,https://doi.org/10.2139/ssrn.6227649,Crossref REST,RAW_CANDIDATE
RAW266,T3,Hamiltonian graph neural network dynamics,9,Forecasting Building Operation Dynamics Using a Physics-Informed Spatio-Temporal Graph Neural Network (Pistgnn) Ensemble,Jongseo Lee; Sungzoon Cho,2024-01-01,2024,,,,,10.2139/ssrn.4926745,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.4926745,https://doi.org/10.2139/ssrn.4926745,Crossref REST,RAW_CANDIDATE
RAW267,T2,Lagrangian fluid simulation graph neural network,9,Graph Neural Network for Multi-Physics Geothermal Simulation with Discrete Fracture Network,Manojkumar Gudala; Bicheng Yan,2025-01-01,2025,,,,,10.2139/ssrn.5093833,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.5093833,https://doi.org/10.2139/ssrn.5093833,Crossref REST,RAW_CANDIDATE
RAW268,T4,differentiable CFD automatic differentiation verification,9,Imbedded Dual-Number Automatic Differentiation to Support CFD Analysis,Robert E. Spall; Wenbin Yu,2012-07-08,2012,"Volume 1: Symposia, Parts A and B",,,1607-1611,10.1115/fedsm2012-72043,proceedings-article,American Society of Mechanical Engineers,https://api.crossref.org/works/10.1115/fedsm2012-72043,https://doi.org/10.1115/fedsm2012-72043,Crossref REST,RAW_CANDIDATE
RAW269,T4,solver in the loop differentiable physics,9,JAX-Fluids: A fully-differentiable high-order computational fluid dynamics solver for compressible two-phase flows,Deniz A. Bezgin; Aaron B. Buhendwa; Nikolaus A. Adams,2023-01-01,2023,Computer Physics Communications,282,,108527,10.1016/j.cpc.2022.108527,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cpc.2022.108527,https://doi.org/10.1016/j.cpc.2022.108527,Crossref REST,RAW_CANDIDATE
RAW270,T3,antisymmetric message passing conservation,9,Message passing systems,,1992-01-01,1992,Lecture Notes in Computer Science Specifying Message Passing and Time-Critical Systems with Temporal Logic,,,65-98,10.1007/3-540-56283-4_5,book-chapter,Springer Berlin Heidelberg,https://api.crossref.org/works/10.1007/3-540-56283-4_5,https://doi.org/10.1007/3-540-56283-4_5,Crossref REST,RAW_CANDIDATE
RAW271,T6,code verification ML augmented solver,9,Method of exact solutions code verification of a superelastic constitutive model in a commercial finite element solver,Kenneth I. Aycock; Nuno Rebelo; Brent A. Craven,2024-05-01,2024,Advances in Engineering Software,191,,103609,10.1016/j.advengsoft.2024.103609,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.advengsoft.2024.103609,https://doi.org/10.1016/j.advengsoft.2024.103609,Crossref REST,RAW_CANDIDATE
RAW272,T5,differentiable neighbor search particles,9,Neighbor-to-Neighbor Search for Fast Coding of Feature Vectors,Nakamasa Inoue; Koichi Shinoda,2013-12-01,2013,2013 IEEE International Conference on Computer Vision,,,1233-1240,10.1109/iccv.2013.156,proceedings-article,IEEE,https://api.crossref.org/works/10.1109/iccv.2013.156,https://doi.org/10.1109/iccv.2013.156,Crossref REST,RAW_CANDIDATE
RAW273,T4,multistep automatic differentiation physics solver,9,On the Use of the Automatic Differentiation for Developing a Linear Harmonic Solver,Wei Zhang; Dingxi Wang; Xiuquan Huang; Tianxiao Yang; Hong Yan; Jianling Li,2018-06-11,2018,Volume 2C: Turbomachinery,,,V02CT42A027,10.1115/gt2018-76004,proceedings-article,American Society of Mechanical Engineers,https://api.crossref.org/works/10.1115/gt2018-76004,https://doi.org/10.1115/gt2018-76004,Crossref REST,RAW_CANDIDATE
RAW274,T2,particle based neural operator fluid dynamics,9,Predicting Glacier Dynamics with Neural Operator-Based Surrogate Models.,Mamta K C; Harald Köstler; Johannes J. Fürst,2025-03-15,2025,,,,,10.5194/egusphere-egu25-16232,posted-content,Copernicus GmbH,https://api.crossref.org/works/10.5194/egusphere-egu25-16232,https://doi.org/10.5194/egusphere-egu25-16232,Crossref REST,RAW_CANDIDATE
RAW275,T6,credibility assessment scientific machine learning,9,Ranking Assessment of Event Tweets for Credibility,Sravan Kumar G,2013-02-27,2013,International Journal of Scientific Engineering and Research,1,2,45-50,10.70729/j20133,journal-article,International Journal of Scientific Engineering and Research,https://api.crossref.org/works/10.70729/j20133,https://doi.org/10.70729/j20133,Crossref REST,RAW_CANDIDATE
RAW276,T3,equivariant graph neural network particle dynamics,9,"Review for ""An equivariant graph neural network for the elasticity tensors of all seven crystal systems""",,2024-01-26,2024,,,,,10.1039/d3dd00233k/v2/review1,peer-review,Royal Society of Chemistry (RSC),https://api.crossref.org/works/10.1039/d3dd00233k/v2/review1,https://doi.org/10.1039/d3dd00233k/v2/review1,Crossref REST,RAW_CANDIDATE
RAW277,T4,adjoint tangent linear gradient verification,9,ROMS/TOMS Tangent Linear and Adjoint Models: Testing and Applications,Arthur J. Miller; Bruce D. Cornuelle,2004-01-01,2004,,,,,10.21236/ada432421,report,Defense Technical Information Center,https://api.crossref.org/works/10.21236/ada432421,https://doi.org/10.21236/ada432421,Crossref REST,RAW_CANDIDATE
RAW278,T5,cutoff discontinuity particle simulation,9,Solar energetic particle cutoff variations during the 29-31 October 2003 geomagnetic storm,B. T. Kress; C. J. Mertens; M. Wiltberger,2010-05-01,2010,Space Weather,8,5,n/a-n/a,10.1029/2009sw000488,journal-article,American Geophysical Union (AGU),https://api.crossref.org/works/10.1029/2009sw000488,https://doi.org/10.1029/2009sw000488,Crossref REST,RAW_CANDIDATE
RAW279,T5,differentiable contact simulation discontinuity,9,Three implementations of B-differentiable Newton method in solving 3D elastoplastic frictional contact problems and their discussion,Hangduo Gao; Zhiqiang Hu; Zhao Yin; Gao Lin,2025-09-01,2025,Communications in Nonlinear Science and Numerical Simulation,148,,108888,10.1016/j.cnsns.2025.108888,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.cnsns.2025.108888,https://doi.org/10.1016/j.cnsns.2025.108888,Crossref REST,RAW_CANDIDATE
RAW280,T5,dynamic graph differentiation topology,9,Topology-Aware Dynamic High-Order Graph Learning for Hyperspectral Image Classification,hong wang; Kun Gao; xiaodian zhang; zhijia yang; he zhang; zefeng zhang; wei li,2025-01-01,2025,,,,,10.2139/ssrn.5381621,posted-content,Elsevier BV,https://api.crossref.org/works/10.2139/ssrn.5381621,https://doi.org/10.2139/ssrn.5381621,Crossref REST,RAW_CANDIDATE
RAW281,T1,machine learning enhanced SPH solver,9,Validating a Coupled Sph-Fem Solver for Modeling Surface Effect Ship (Ses) Bow Seal Dynamics,John Gilbert; Leigh McCue,2021-07-16,2021,,,,,10.1115/1.0001041v,posted-content,ASME International,https://api.crossref.org/works/10.1115/1.0001041v,https://doi.org/10.1115/1.0001041v,Crossref REST,RAW_CANDIDATE
RAW282,T7,SPH numerical validation reference hierarchy,9,Validation Studies for Numerical Simulations of Flow Phenomena Expected in the Lower Plenum of a Prismatic VHTR Reference Design,Richard W. Johnson,2005-09-01,2005,,,,,10.2172/911932,report,Office of Scientific and Technical Information (OSTI),https://api.crossref.org/works/10.2172/911932,https://doi.org/10.2172/911932,Crossref REST,RAW_CANDIDATE
RAW283,T7,SPH verification manufactured solutions,9,Verification of the Unified Coordinate System by the Method of Manufactured Solutions,Charles Woods; Ryan P. Starkey,2014-01-13,2014,52nd Aerospace Sciences Meeting,,,,10.2514/6.2014-1435,proceedings-article,American Institute of Aeronautics and Astronautics,https://api.crossref.org/works/10.2514/6.2014-1435,https://doi.org/10.2514/6.2014-1435,Crossref REST,RAW_CANDIDATE
RAW284,T2,message passing particle fluid simulator,10,A comparison of high performance fortran and message passing parallelization of a geophysical fluid model,William D. Anderson; Piotr K. Smolarkiewicz,1997-01-01,1997,Parallel Computational Fluid Dynamics 1996,,,384-391,10.1016/b978-044482327-4/50115-7,book-chapter,Elsevier,https://api.crossref.org/works/10.1016/b978-044482327-4/50115-7,https://doi.org/10.1016/b978-044482327-4/50115-7,Crossref REST,RAW_CANDIDATE
RAW285,T1,machine learning enhanced SPH solver,10,A coupled incompressible SPH-Hamiltonian SPH solver for hydroelastic FSI corresponding to composite structures,Abbas Khayyer; Yuma Shimizu; Hitoshi Gotoh; Ken Nagashima,2021-06-01,2021,Applied Mathematical Modelling,94,,242-271,10.1016/j.apm.2021.01.011,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.apm.2021.01.011,https://doi.org/10.1016/j.apm.2021.01.011,Crossref REST,RAW_CANDIDATE
RAW286,T2,particle based neural operator fluid dynamics,10,A Productivity Prediction Method Based on Artificial Neural Networks and Particle Swarm Optimization for Shale-Gas Horizontal Wells,Bin Li,2023-01-01,2023,Fluid Dynamics &amp; Materials Processing,19,10,2729-2748,10.32604/fdmp.2023.029649,journal-article,Tech Science Press,https://api.crossref.org/works/10.32604/fdmp.2023.029649,https://doi.org/10.32604/fdmp.2023.029649,Crossref REST,RAW_CANDIDATE
RAW287,T6,reporting standards machine learning based science,10,"A Unified Machine Learning Framework for Enterprise Portfolio Forecasting, Risk Detection, and Automated Reporting",Ashutosh Agarwal,2025-12-10,2025,,,,,10.20944/preprints202511.2006.v2,posted-content,MDPI AG,https://api.crossref.org/works/10.20944/preprints202511.2006.v2,https://doi.org/10.20944/preprints202511.2006.v2,Crossref REST,RAW_CANDIDATE
RAW288,T7,weakly compressible SPH Taylor Green verification,10,A weakly-compressible SPH-porous media model to simulate wave–breakwater interactions,Mojtaba Jandaghian; Abolghasem Pilechi; Scott Baker,2025-10-01,2025,Coastal Engineering,201,,104811,10.1016/j.coastaleng.2025.104811,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/j.coastaleng.2025.104811,https://doi.org/10.1016/j.coastaleng.2025.104811,Crossref REST,RAW_CANDIDATE
RAW289,T6,verification validation trustworthy scientific machine learning || credibility assessment scientific machine learning,10,Adapting Verification and Validation Principles to a Credibility Process for Scientific Machine Learning.,Erin Acquesta,2022-04-01,2022,"Proposed for presentation at the SIAM UQ 2022 held April 12-15, 2022 in Atlanta , GA",,,,10.2172/2002271,proceedings-article,US DOE,https://api.crossref.org/works/10.2172/2002271,https://doi.org/10.2172/2002271,Crossref REST,RAW_CANDIDATE
RAW290,T2,long horizon particle rollout simulator,10,Africa may lead rollout of long-lasting HIV drug,Jon Cohen,2024-03-29,2024,Science,383,6690,1403-1403,10.1126/science.adp4711,journal-article,American Association for the Advancement of Science (AAAS),https://api.crossref.org/works/10.1126/science.adp4711,https://doi.org/10.1126/science.adp4711,Crossref REST,RAW_CANDIDATE
RAW291,T6,manufactured solutions learned PDE solver,10,An efficient parallel discrete PDE solver,Y. Notay,1995-11-01,1995,Parallel Computing,21,11,1725-1748,10.1016/0167-8191(96)80005-6,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/0167-8191%2896%2980005-6,https://doi.org/10.1016/0167-8191(96)80005-6,Crossref REST,RAW_CANDIDATE
RAW292,T5,differentiable contact simulation discontinuity,10,Are Contact Binaries Undergoing Thermal Relaxation Oscillations with Contact Discontinuity?,Jian-Min Wang,1995-08-01,1995,The Astronomical Journal,110,,782,10.1086/117563,journal-article,American Astronomical Society,https://api.crossref.org/works/10.1086/117563,https://doi.org/10.1086/117563,Crossref REST,RAW_CANDIDATE
RAW293,T6,verification validation trustworthy scientific machine learning || code verification ML augmented solver,10,Code verification,,2010-10-14,2010,Verification and Validation in Scientific Computing,,,170-207,10.1017/cbo9780511760396.008,book-chapter,Cambridge University Press,https://api.crossref.org/works/10.1017/cbo9780511760396.008,https://doi.org/10.1017/cbo9780511760396.008,Crossref REST,RAW_CANDIDATE
RAW294,T7,SPH verification manufactured solutions,10,Code Verification by the Method of Manufactured Solutions,Patrick J. Roache,2002-03-01,2002,Journal of Fluids Engineering,124,1,4-10,10.1115/1.1436090,journal-article,ASME International,https://api.crossref.org/works/10.1115/1.1436090,https://doi.org/10.1115/1.1436090,Crossref REST,RAW_CANDIDATE
RAW295,T5,piecewise differentiable simulation topology events,10,Differentiable links in manifolds,R.L. Chazin,1969-09-01,1969,Topology,8,4,345-356,10.1016/0040-9383(69)90020-2,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/0040-9383%2869%2990020-2,https://doi.org/10.1016/0040-9383(69)90020-2,Crossref REST,RAW_CANDIDATE
RAW296,T6,credibility assessment scientific machine learning,10,Effectiveness of Machine Learning Approaches Towards Credibility Assessment of Crowdfunding Projects for Reliable Recommendations,Wafa Shafqat; Yung-Cheol Byun; Namje Park,2020-12-18,2020,Applied Sciences,10,24,9062,10.3390/app10249062,journal-article,MDPI AG,https://api.crossref.org/works/10.3390/app10249062,https://doi.org/10.3390/app10249062,Crossref REST,RAW_CANDIDATE
RAW297,T3,pairwise conservative force learning,10,"Erratum: “Pairwise-additive force fields for selected aqueous monovalent ions from adaptive force matching” [J. Chem. Phys. 143, 194505 (2015)]",Jicun Li; Feng Wang,2015-12-07,2015,The Journal of Chemical Physics,143,21,219901,10.1063/1.4936923,journal-article,AIP Publishing,https://api.crossref.org/works/10.1063/1.4936923,https://doi.org/10.1063/1.4936923,Crossref REST,RAW_CANDIDATE
RAW298,T3,momentum conserving neural network particle dynamics,10,Explicit momentum conserving algorithms for rigid body dynamics,G.M. Hulbert,1992-09-01,1992,Computers &amp; Structures,44,6,1291-1303,10.1016/0045-7949(92)90373-8,journal-article,Elsevier BV,https://api.crossref.org/works/10.1016/0045-7949%2892%2990373-8,https://doi.org/10.1016/0045-7949(92)90373-8,Crossref REST,RAW_CANDIDATE
RAW299,T1;T7,smoothed particle hydrodynamics neural correction || differentiable smoothed particle hydrodynamics || data driven smoothed particle hydrodynamics || smoothed particle hydrodynamics convergence consistency || grand challenges smoothed particle hydrodynamics schemes,10,FRONT MATTER,,2003-10-01,2003,Smoothed Particle Hydrodynamics,,,i-xx,10.1142/9789812564405_fmatter,other,WORLD SCIENTIFIC,https://api.crossref.org/works/10.1142/9789812564405_fmatter,https://doi.org/10.1142/9789812564405_fmatter,Crossref REST,RAW_CANDIDATE
