candidate_id,title,doi,themes,status,rejection_reason
RAW442,Integrating Speech Recognition into Augmented Reality Applications Using ML,10.2139/ssrn.5385169,T6,EXCLUDED,no relevant methodological evidence
RAW444,"Multistep, automatic and nonrigid image registration method for histology samples acquired using multiple stains",10.1088/1361-6560/abcad7,T4,EXCLUDED,no relevant methodological evidence
RAW445,PAMELA'S MEASUREMENT OF GEOMAGNETIC CUTOFF VARIATIONS DURING SOLAR ENERGETIC PARTICLE EVENTS,10.22323/1.236.0287,T5,EXCLUDED,screened out after thematic relevance review
RAW446,PARTICLE DYNAMICS,10.1016/b978-0-08-013312-6.50012-x,T2,EXCLUDED,screened out after thematic relevance review
RAW447,Positive-Unlabeled Learning Using Pairwise Similarity and Parametric Minimum Cuts,10.5220/0012948100003838,T3,EXCLUDED,no relevant methodological evidence
RAW448,"Review for ""Preserving node similarity adversarial learning graph representation with graph neural network""",10.1002/eng2.12854/v1/review2,T1,EXCLUDED,duplicate/correction/peer-review record
RAW449,"rollout: Tools for Designing, Simulating, and Analyzing Implementation Rollout Trials",10.32614/cran.package.rollout,T2,EXCLUDED,secondary source only
RAW450,Simulating Magnetized Laboratory Plasmas with Smoothed Particle Hydrodynamics,10.2172/963518,T1,EXCLUDED,screened out after thematic relevance review
RAW451,Smoothed Particle Hydrodynamics Modeling of Magnetized Target Yield in Plasma Driven Magneto-Inertial Fusion,10.2514/6.2018-4771,T1,EXCLUDED,screened out after thematic relevance review
RAW452,Subgraph Topology and Dynamic Graph Topology Enhanced Graph Learning and Pairwise Feature Context Relationship Integration for Predicting Disease-Related miRNAs,10.1021/acs.jcim.4c01757,T5,EXCLUDED,screened out after thematic relevance review
RAW453,Tangent loci and certain linear sections of adjoint varieties,10.1017/s0027763000007297,T4,EXCLUDED,screened out after thematic relevance review
RAW252,Smoothed Particle Hydrodynamics - A Meshfree Particle Method,10.1142/9789812564405,T1;T7,UNVERIFIED_REJECTED,missing_venue
RAW293,Code verification,10.1017/cbo9780511760396.008,T6,UNVERIFIED_REJECTED,missing_authors
RAW443,"Manufactured solutions and the numerical verification   of isothermal, nonlinear, three-dimensional Stokes ice-sheet models",10.5194/tcd-6-2689-2012,T7,UNVERIFIED_REJECTED,missing_venue
RAW128,Tangent Linear and Adjoint Models,10.1017/9781108924238.007,T4,UNVERIFIED_REJECTED,missing_authors
RAW125,Scalable E(3) Equivariant Graph Neural Networks for Particle Simulations,10.5194/epsc2024-1087,T3,UNVERIFIED_REJECTED,missing_venue
RAW129,TNL-SPH: Open-source modular SPH solver for modern computing platforms based on GPU accelerators,10.2139/ssrn.5671636,T1,UNVERIFIED_REJECTED,missing_venue
RAW265,Extending Graph Network Simulators for Particle-Based Simulations of Transient Flow Problems,10.2139/ssrn.6227649,T2,UNVERIFIED_REJECTED,missing_venue
